flight_number,aircraft_registration,origin_iata,destination_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,airline_code,flight_id
TK 3,TC-LJI,IST,JFK,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 14:55Z,Not Available,Departed,TK,TK3_2026-05-31 04:20Z
HY 7283,TC-LJI,IST,JFK,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 14:55Z,Not Available,Departed,HY,HY7283_2026-05-31 04:20Z
AV 6635,TC-LJI,IST,JFK,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 14:55Z,Not Available,Departed,AV,AV6635_2026-05-31 04:20Z
B6 6902,TC-LJI,IST,JFK,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 14:55Z,Not Available,Departed,B6,B66902_2026-05-31 04:20Z
6E 4019,TC-LJI,IST,JFK,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 14:55Z,Not Available,Departed,6E,6E4019_2026-05-31 04:20Z
TG 9166,Unknown,IST,HBE,2026-05-31 03:45Z,2026-05-31 04:20Z,2026-05-31 06:00Z,Not Available,Boarding,TG,TG9166_2026-05-31 03:45Z
MS 9310,Unknown,IST,HBE,2026-05-31 03:45Z,2026-05-31 04:20Z,2026-05-31 06:00Z,Not Available,Boarding,MS,MS9310_2026-05-31 03:45Z
TK 688,Unknown,IST,HBE,2026-05-31 03:45Z,2026-05-31 04:20Z,2026-05-31 06:00Z,Not Available,Boarding,TK,TK688_2026-05-31 03:45Z
6E 4079,Unknown,IST,MAN,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 08:35Z,2026-05-31 08:40Z,Departed,6E,6E4079_2026-05-31 04:20Z
TK 1993,Unknown,IST,MAN,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 08:35Z,2026-05-31 08:40Z,Departed,TK,TK1993_2026-05-31 04:20Z
FI 7018,Unknown,IST,MAN,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 08:35Z,2026-05-31 08:40Z,Departed,FI,FI7018_2026-05-31 04:20Z
TG 9026,Unknown,IST,MAN,2026-05-31 04:20Z,2026-05-31 04:20Z,2026-05-31 08:35Z,2026-05-31 08:40Z,Departed,TG,TG9026_2026-05-31 04:20Z
MH 4329,TC-JYM,IST,GOT,2026-05-31 03:55Z,2026-05-31 04:20Z,2026-05-31 07:25Z,2026-05-31 07:54Z,Departed,MH,MH4329_2026-05-31 03:55Z
TK 1797,TC-JYM,IST,GOT,2026-05-31 03:55Z,2026-05-31 04:20Z,2026-05-31 07:25Z,2026-05-31 07:54Z,Departed,TK,TK1797_2026-05-31 03:55Z
TG 9082,TC-JYM,IST,GOT,2026-05-31 03:55Z,2026-05-31 04:20Z,2026-05-31 07:25Z,2026-05-31 07:54Z,Departed,TG,TG9082_2026-05-31 03:55Z
MS 9697,TC-JYM,IST,GOT,2026-05-31 03:55Z,2026-05-31 04:20Z,2026-05-31 07:25Z,2026-05-31 07:54Z,Departed,MS,MS9697_2026-05-31 03:55Z
TK 1843,Unknown,IST,ATH,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 05:55Z,2026-05-31 05:48Z,Departed,TK,TK1843_2026-05-31 04:25Z
TG 9136,Unknown,IST,ATH,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 05:55Z,2026-05-31 05:48Z,Departed,TG,TG9136_2026-05-31 04:25Z
PK 5843,Unknown,IST,ATH,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 05:55Z,2026-05-31 05:48Z,Departed,PK,PK5843_2026-05-31 04:25Z
6E 4195,Unknown,IST,ATH,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 05:55Z,2026-05-31 05:48Z,Departed,6E,6E4195_2026-05-31 04:25Z
AH 3972,Unknown,IST,ATH,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 05:55Z,2026-05-31 05:48Z,Departed,AH,AH3972_2026-05-31 04:25Z
3U 7223,Unknown,IST,ATH,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 05:55Z,2026-05-31 05:48Z,Departed,3U,3U7223_2026-05-31 04:25Z
A3 3155,Unknown,IST,ATH,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 05:55Z,2026-05-31 05:48Z,Departed,A3,A33155_2026-05-31 04:25Z
TK 1003,Unknown,IST,SKP,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 05:55Z,2026-05-31 05:47Z,Departed,TK,TK1003_2026-05-31 04:25Z
OU 5357,TC-JTJ,IST,DBV,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 06:20Z,2026-05-31 06:16Z,Departed,OU,OU5357_2026-05-31 04:25Z
TK 437,TC-JTJ,IST,DBV,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 06:20Z,2026-05-31 06:16Z,Departed,TK,TK437_2026-05-31 04:25Z
FI 7024,Unknown,IST,MUC,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 07:05Z,2026-05-31 07:25Z,Boarding,FI,FI7024_2026-05-31 04:25Z
UA 6907,Unknown,IST,MUC,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 07:05Z,2026-05-31 07:25Z,Boarding,UA,UA6907_2026-05-31 04:25Z
TK 1629,Unknown,IST,MUC,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 07:05Z,2026-05-31 07:25Z,Boarding,TK,TK1629_2026-05-31 04:25Z
GF 6018,Unknown,IST,MUC,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 07:05Z,2026-05-31 07:25Z,Boarding,GF,GF6018_2026-05-31 04:25Z
6E 4263,Unknown,IST,ARN,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Departed,6E,6E4263_2026-05-31 04:25Z
FI 7022,Unknown,IST,ARN,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Departed,FI,FI7022_2026-05-31 04:25Z
PK 5793,Unknown,IST,ARN,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Departed,PK,PK5793_2026-05-31 04:25Z
MS 9700,Unknown,IST,ARN,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Departed,MS,MS9700_2026-05-31 04:25Z
TK 1793,Unknown,IST,ARN,2026-05-31 04:25Z,2026-05-31 04:25Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Departed,TK,TK1793_2026-05-31 04:25Z
TK 1813,Unknown,IST,NCE,2026-05-31 04:10Z,2026-05-31 04:25Z,2026-05-31 07:10Z,Not Available,Departed,TK,TK1813_2026-05-31 04:10Z
TG 9080,Unknown,IST,NCE,2026-05-31 04:10Z,2026-05-31 04:25Z,2026-05-31 07:10Z,Not Available,Departed,TG,TG9080_2026-05-31 04:10Z
6E 4181,Unknown,IST,NCE,2026-05-31 04:10Z,2026-05-31 04:25Z,2026-05-31 07:10Z,Not Available,Departed,6E,6E4181_2026-05-31 04:10Z
TK 1761,Unknown,IST,HEL,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 08:10Z,2026-05-31 07:58Z,Departed,TK,TK1761_2026-05-31 04:30Z
6E 4161,Unknown,IST,HEL,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 08:10Z,2026-05-31 07:58Z,Departed,6E,6E4161_2026-05-31 04:30Z
TG 7572,Unknown,IST,HEL,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 08:10Z,2026-05-31 07:58Z,Departed,TG,TG7572_2026-05-31 04:30Z
MS 9709,Unknown,IST,HEL,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 08:10Z,2026-05-31 07:58Z,Departed,MS,MS9709_2026-05-31 04:30Z
AY 3302,Unknown,IST,HEL,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 08:10Z,2026-05-31 07:58Z,Departed,AY,AY3302_2026-05-31 04:30Z
TK 1369,Unknown,IST,MLA,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 06:55Z,2026-05-31 06:55Z,Departed,TK,TK1369_2026-05-31 04:30Z
6E 4233,Unknown,IST,MLA,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:45Z,2026-05-31 07:45Z,Departed,6E,6E4233_2026-05-31 04:30Z
KM 2961,Unknown,IST,MLA,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 06:55Z,2026-05-31 06:55Z,Departed,KM,KM2961_2026-05-31 04:30Z
SU 2171,Unknown,IST,SVO,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 09:20Z,2026-05-31 09:20Z,Departed,SU,SU2171_2026-05-31 04:30Z
6E 4123,Unknown,IST,SOF,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 05:45Z,Not Available,Departed,6E,6E4123_2026-05-31 04:30Z
TK 1027,Unknown,IST,SOF,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 05:45Z,Not Available,Departed,TK,TK1027_2026-05-31 04:30Z
MS 9667,Unknown,IST,SOF,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 05:45Z,Not Available,Departed,MS,MS9667_2026-05-31 04:30Z
TK 1861,Unknown,IST,FCO,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:10Z,Not Available,GateClosed,TK,TK1861_2026-05-31 04:30Z
TG 9054,Unknown,IST,FCO,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:10Z,Not Available,GateClosed,TG,TG9054_2026-05-31 04:30Z
PK 5861,Unknown,IST,FCO,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:10Z,Not Available,GateClosed,PK,PK5861_2026-05-31 04:30Z
AZ 7031,Unknown,IST,FCO,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:10Z,Not Available,GateClosed,AZ,AZ7031_2026-05-31 04:30Z
OU 5351,Unknown,IST,ZAG,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 06:40Z,2026-05-31 06:52Z,Departed,OU,OU5351_2026-05-31 04:30Z
TK 1053,Unknown,IST,ZAG,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 06:40Z,2026-05-31 06:52Z,Departed,TK,TK1053_2026-05-31 04:30Z
TK 1071,Unknown,IST,VAR,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 05:30Z,Not Available,Departed,TK,TK1071_2026-05-31 04:30Z
6E 4127,Unknown,IST,VAR,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 05:30Z,Not Available,Departed,6E,6E4127_2026-05-31 04:30Z
TK 1721,TC-LSB,IST,BER,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:15Z,2026-05-31 07:46Z,Departed,TK,TK1721_2026-05-31 04:30Z
TG 9074,TC-LSB,IST,BER,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:15Z,2026-05-31 07:46Z,Departed,TG,TG9074_2026-05-31 04:30Z
MH 4323,TC-LSB,IST,BER,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:15Z,2026-05-31 07:46Z,Departed,MH,MH4323_2026-05-31 04:30Z
GF 6069,TC-LSB,IST,BER,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 07:15Z,2026-05-31 07:46Z,Departed,GF,GF6069_2026-05-31 04:30Z
TK 1061,Unknown,IST,LJU,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 06:45Z,2026-05-31 06:45Z,Departed,TK,TK1061_2026-05-31 04:30Z
MS 9681,Unknown,IST,LJU,2026-05-31 04:30Z,2026-05-31 04:30Z,2026-05-31 06:45Z,2026-05-31 06:45Z,Departed,MS,MS9681_2026-05-31 04:30Z
TK 142,TC-LPN,IST,RUH,2026-05-31 04:20Z,2026-05-31 04:30Z,2026-05-31 08:15Z,Not Available,Departed,TK,TK142_2026-05-31 04:20Z
TK 2554,Unknown,IST,DLM,2026-05-31 04:45Z,2026-05-31 04:45Z,2026-05-31 06:10Z,Not Available,Departed,TK,TK2554_2026-05-31 04:45Z
TK 4992,TC-JRN,IST,TJK,2026-05-31 04:50Z,2026-05-31 04:50Z,2026-05-31 06:15Z,Not Available,Departed,TK,TK4992_2026-05-31 04:50Z
TK 2126,Unknown,IST,ESB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:25Z,Departed,TK,TK2126_2026-05-31 05:00Z
TG 9300,Unknown,IST,ESB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:25Z,Departed,TG,TG9300_2026-05-31 05:00Z
NZ 4892,Unknown,IST,ESB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:25Z,Departed,NZ,NZ4892_2026-05-31 05:00Z
AT 9439,Unknown,IST,ESB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:25Z,Departed,AT,AT9439_2026-05-31 05:00Z
JU 8035,Unknown,IST,ADB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:10Z,Departed,Unknown,JU8035_2026-05-31 05:00Z
MH 4278,Unknown,IST,ADB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:10Z,Departed,MH,MH4278_2026-05-31 05:00Z
TK 2312,Unknown,IST,ADB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:05Z,Departed,TK,TK2312_2026-05-31 05:00Z
TK 2312,Unknown,IST,ADB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:10Z,Departed,TK,TK2312_2026-05-31 05:00Z
AT 9429,Unknown,IST,ADB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:10Z,Departed,AT,AT9429_2026-05-31 05:00Z
AH 3944,Unknown,IST,ADB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:10Z,Departed,AH,AH3944_2026-05-31 05:00Z
MH 4278,Unknown,IST,ADB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:05Z,Departed,MH,MH4278_2026-05-31 05:00Z
AH 3944,Unknown,IST,ADB,2026-05-31 05:00Z,2026-05-31 05:00Z,2026-05-31 06:10Z,2026-05-31 06:05Z,Departed,AH,AH3944_2026-05-31 05:00Z
TK 2658,Unknown,IST,VAS,2026-05-31 05:10Z,2026-05-31 05:10Z,2026-05-31 06:45Z,Not Available,Departed,TK,TK2658_2026-05-31 05:10Z
TK 2592,Unknown,IST,GZP,2026-05-31 05:10Z,2026-05-31 05:10Z,2026-05-31 06:35Z,2026-05-31 06:35Z,Departed,TK,TK2592_2026-05-31 05:10Z
TG 9334,Unknown,IST,GZP,2026-05-31 05:10Z,2026-05-31 05:10Z,2026-05-31 06:35Z,2026-05-31 06:35Z,Departed,TG,TG9334_2026-05-31 05:10Z
JU 8192,Unknown,IST,GZP,2026-05-31 05:10Z,2026-05-31 05:10Z,2026-05-31 06:35Z,2026-05-31 06:35Z,Departed,Unknown,JU8192_2026-05-31 05:10Z
TK 2730,Unknown,IST,AJI,2026-05-31 05:10Z,2026-05-31 05:10Z,2026-05-31 07:20Z,Not Available,Departed,TK,TK2730_2026-05-31 05:10Z
TK 2652,Unknown,IST,ERC,2026-05-31 05:10Z,2026-05-31 05:10Z,2026-05-31 07:00Z,Not Available,Departed,TK,TK2652_2026-05-31 05:10Z
TK 2260,Unknown,IST,EDO,2026-05-31 05:15Z,2026-05-31 05:15Z,2026-05-31 06:20Z,Not Available,Departed,TK,TK2260_2026-05-31 05:15Z
TK 2252,Unknown,IST,HTY,2026-05-31 05:15Z,2026-05-31 05:15Z,2026-05-31 07:05Z,Not Available,Departed,TK,TK2252_2026-05-31 05:15Z
TK 2746,Unknown,IST,VAN,2026-05-31 05:15Z,2026-05-31 05:15Z,2026-05-31 07:25Z,Not Available,Departed,TK,TK2746_2026-05-31 05:15Z
TK 2200,Unknown,IST,KCM,2026-05-31 05:15Z,2026-05-31 05:15Z,2026-05-31 07:00Z,Not Available,Departed,TK,TK2200_2026-05-31 05:15Z
TK 2002,Unknown,IST,NAV,2026-05-31 05:15Z,2026-05-31 05:15Z,2026-05-31 06:35Z,Not Available,Departed,TK,TK2002_2026-05-31 05:15Z
TK 2222,Unknown,IST,GZT,2026-05-31 05:20Z,2026-05-31 05:20Z,2026-05-31 07:05Z,Not Available,Departed,TK,TK2222_2026-05-31 05:20Z
JU 8200,Unknown,IST,GZT,2026-05-31 05:20Z,2026-05-31 05:20Z,2026-05-31 07:05Z,Not Available,Departed,Unknown,JU8200_2026-05-31 05:20Z
SQ 6222,Unknown,IST,GZT,2026-05-31 05:20Z,2026-05-31 05:20Z,2026-05-31 07:05Z,Not Available,Departed,SQ,SQ6222_2026-05-31 05:20Z
TK 2714,Unknown,IST,KSY,2026-05-31 05:20Z,2026-05-31 05:20Z,2026-05-31 07:30Z,Not Available,Departed,TK,TK2714_2026-05-31 05:20Z
TK 2848,Unknown,IST,OGU,2026-05-31 05:20Z,2026-05-31 05:20Z,2026-05-31 07:05Z,Not Available,Departed,TK,TK2848_2026-05-31 05:20Z
TK 2674,Unknown,IST,MQM,2026-05-31 05:20Z,2026-05-31 05:20Z,2026-05-31 07:25Z,Not Available,Departed,TK,TK2674_2026-05-31 05:20Z
TK 2682,Unknown,IST,BAL,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 07:25Z,Not Available,Departed,TK,TK2682_2026-05-31 05:25Z
NH 9679,Unknown,IST,AYT,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 06:50Z,2026-05-31 06:47Z,Departed,NH,NH9679_2026-05-31 05:25Z
TK 2410,Unknown,IST,AYT,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 06:50Z,2026-05-31 06:47Z,Departed,TK,TK2410_2026-05-31 05:25Z
TG 7567,Unknown,IST,AYT,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 06:50Z,2026-05-31 06:47Z,Departed,TG,TG7567_2026-05-31 05:25Z
SQ 6257,Unknown,IST,AYT,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 06:50Z,2026-05-31 06:47Z,Departed,SQ,SQ6257_2026-05-31 05:25Z
JU 8085,Unknown,IST,AYT,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 06:50Z,2026-05-31 06:47Z,Departed,Unknown,JU8085_2026-05-31 05:25Z
TK 2606,Unknown,IST,DIY,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 07:25Z,Not Available,Departed,TK,TK2606_2026-05-31 05:25Z
SQ 6280,Unknown,IST,COV,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 07:05Z,Not Available,Departed,SQ,SQ6280_2026-05-31 05:25Z
TK 2458,Unknown,IST,COV,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 07:05Z,Not Available,Departed,TK,TK2458_2026-05-31 05:25Z
JU 8010,Unknown,IST,COV,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 07:05Z,Not Available,Departed,Unknown,JU8010_2026-05-31 05:25Z
JU 8066,Unknown,IST,ASR,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 06:55Z,Not Available,Departed,Unknown,JU8066_2026-05-31 05:25Z
TK 2012,Unknown,IST,ASR,2026-05-31 05:25Z,2026-05-31 05:25Z,2026-05-31 06:55Z,Not Available,Departed,TK,TK2012_2026-05-31 05:25Z
TK 2820,Unknown,IST,TZX,2026-05-31 05:20Z,2026-05-31 05:30Z,2026-05-31 07:10Z,Not Available,Departed,TK,TK2820_2026-05-31 05:20Z
AH 3934,Unknown,IST,TZX,2026-05-31 05:20Z,2026-05-31 05:30Z,2026-05-31 07:10Z,Not Available,Departed,AH,AH3934_2026-05-31 05:20Z
PC 3307,Unknown,IST,ADB,2026-05-31 05:30Z,2026-05-31 05:30Z,2026-05-31 06:35Z,2026-05-31 06:35Z,Departed,PC,PC3307_2026-05-31 05:30Z
TK 2960,TC-JPT,IST,TZX,2026-05-31 05:30Z,2026-05-31 05:30Z,2026-05-31 07:15Z,Not Available,Departed,TK,TK2960_2026-05-31 05:30Z
TK 4950,Unknown,IST,ADB,2026-05-31 05:50Z,2026-05-31 05:50Z,2026-05-31 06:55Z,2026-05-31 06:55Z,GateClosed,TK,TK4950_2026-05-31 05:50Z
TK 2962,Unknown,IST,TZX,2026-05-31 06:30Z,2026-05-31 06:30Z,2026-05-31 08:15Z,Not Available,Boarding,TK,TK2962_2026-05-31 06:30Z
TK 2412,Unknown,IST,AYT,2026-05-31 06:40Z,2026-05-31 06:40Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Boarding,TK,TK2412_2026-05-31 06:40Z
JU 8087,Unknown,IST,AYT,2026-05-31 06:40Z,2026-05-31 06:40Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Boarding,Unknown,JU8087_2026-05-31 06:40Z
TK 2934,Unknown,IST,AJI,2026-05-31 06:40Z,2026-05-31 06:40Z,2026-05-31 08:50Z,Not Available,Boarding,TK,TK2934_2026-05-31 06:40Z
TK 2506,Unknown,IST,BJV,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:10Z,2026-05-31 08:10Z,Boarding,TK,TK2506_2026-05-31 06:50Z
JU 8114,Unknown,IST,BJV,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:10Z,2026-05-31 08:10Z,Boarding,Unknown,JU8114_2026-05-31 06:50Z
TG 7565,Unknown,IST,BJV,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:10Z,2026-05-31 08:10Z,Boarding,TG,TG7565_2026-05-31 06:50Z
TK 4960,Unknown,IST,AYT,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:15Z,2026-05-31 08:15Z,Boarding,TK,TK4960_2026-05-31 06:55Z
TK 2224,Unknown,IST,GZT,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:45Z,Not Available,CheckIn,TK,TK2224_2026-05-31 07:00Z
JU 8210,Unknown,IST,GZT,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:45Z,Not Available,CheckIn,Unknown,JU8210_2026-05-31 07:00Z
TK 2911,Unknown,IST,MQM,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:55Z,Not Available,CheckIn,TK,TK2911_2026-05-31 07:00Z
SQ 6268,Unknown,IST,DLM,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:25Z,Not Available,CheckIn,SQ,SQ6268_2026-05-31 07:00Z
TK 2556,Unknown,IST,DLM,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:25Z,Not Available,CheckIn,TK,TK2556_2026-05-31 07:00Z
TK 2134,Unknown,IST,ESB,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Boarding,TK,TK2134_2026-05-31 07:00Z
SQ 6238,Unknown,IST,ESB,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Boarding,SQ,SQ6238_2026-05-31 07:00Z
JU 8162,Unknown,IST,ESB,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:05Z,2026-05-31 08:05Z,Boarding,Unknown,JU8162_2026-05-31 07:00Z
AH 3946,Unknown,IST,ADB,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:10Z,2026-05-31 08:10Z,Boarding,AH,AH3946_2026-05-31 07:00Z
TK 2318,Unknown,IST,ADB,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:10Z,2026-05-31 08:10Z,Boarding,TK,TK2318_2026-05-31 07:00Z
TG 9306,Unknown,IST,ADB,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:10Z,2026-05-31 08:10Z,Boarding,TG,TG9306_2026-05-31 07:00Z
SQ 6216,Unknown,IST,ADB,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:10Z,2026-05-31 08:10Z,Boarding,SQ,SQ6216_2026-05-31 07:00Z
JU 8060,Unknown,IST,ADB,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 08:10Z,2026-05-31 08:10Z,Boarding,JU,JU8060_2026-05-31 07:00Z
TK 2744,Unknown,IST,VAN,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 09:10Z,Not Available,CheckIn,TK,TK2744_2026-05-31 07:00Z
SQ 6260,Unknown,IST,COV,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 08:55Z,Not Available,CheckIn,SQ,SQ6260_2026-05-31 07:15Z
TK 2460,Unknown,IST,COV,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 08:55Z,Not Available,CheckIn,TK,TK2460_2026-05-31 07:15Z
JU 8012,Unknown,IST,COV,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 08:55Z,Not Available,CheckIn,Unknown,JU8012_2026-05-31 07:15Z
TK 2922,Unknown,IST,DIY,2026-05-31 07:25Z,2026-05-31 07:25Z,2026-05-31 09:25Z,Not Available,Expected,TK,TK2922_2026-05-31 07:25Z
TK 2964,Unknown,IST,TZX,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 09:15Z,Not Available,Expected,TK,TK2964_2026-05-31 07:30Z
TK 2968,Unknown,IST,GZT,2026-05-31 07:35Z,2026-05-31 07:35Z,2026-05-31 09:15Z,Not Available,Expected,TK,TK2968_2026-05-31 07:35Z
SQ 6220,Unknown,IST,ADB,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 08:50Z,2026-05-31 08:50Z,Expected,SQ,SQ6220_2026-05-31 07:40Z
TK 2320,Unknown,IST,ADB,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 08:50Z,2026-05-31 08:50Z,Expected,TK,TK2320_2026-05-31 07:40Z
JU 8041,Unknown,IST,ADB,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 08:50Z,2026-05-31 08:50Z,Expected,JU,JU8041_2026-05-31 07:40Z
TK 2414,Unknown,IST,AYT,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,TK,TK2414_2026-05-31 07:40Z
SQ 6244,Unknown,IST,AYT,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,SQ,SQ6244_2026-05-31 07:40Z
MH 4302,Unknown,IST,AYT,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,MH,MH4302_2026-05-31 07:40Z
JU 8089,Unknown,IST,AYT,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,Unknown,JU8089_2026-05-31 07:40Z
TK 2138,Unknown,IST,ESB,2026-05-31 08:00Z,2026-05-31 08:00Z,2026-05-31 09:15Z,2026-05-31 09:15Z,Expected,TK,TK2138_2026-05-31 08:00Z
AH 3960,Unknown,IST,ESB,2026-05-31 08:00Z,2026-05-31 08:00Z,2026-05-31 09:15Z,2026-05-31 09:15Z,Expected,AH,AH3960_2026-05-31 08:00Z
